period,shop,item,count
2024-11,六甲,蕎麦,59
2024-11,六甲,洋定食,42
2024-11,六甲,和定食,57
2024-12,六甲,うどん,52
2024-12,六甲,オムライス,42
2024-12,六甲,カツ丼,43
2024-12,六甲,カレー,45
2024-12,六甲,サンドウィッチ,13
2024-12,六甲,スパゲティ,25
2024-12,六甲,チャーハン,48
2024-12,六甲,ドリア,38
2024-12,六甲,ピザ,25
2024-12,六甲,蕎麦,50
2024-12,六甲,洋定食,64
2024-12,六甲,和定食,53
