period,shop,item,count,price
2024-12,姫路,スパゲティ,11,710
2024-12,姫路,チャーハン,15,630
2024-12,姫路,ドリア,10,700
2024-12,姫路,ピザ,9,740
2024-12,姫路,蕎麦,18,500
2024-12,姫路,洋定食,19,700
2024-12,姫路,和定食,19,650
2023-01,六甲,うどん,48,500
2023-01,六甲,オムライス,46,600
2023-01,六甲,カツ丼,60,650
2023-01,六甲,カレー,53,600
2023-01,六甲,サンドウィッチ,17,450
2023-01,六甲,スパゲティ,27,710
2023-01,六甲,チャーハン,34,630
2023-01,六甲,ドリア,39,700
2023-01,六甲,ピザ,29,740
2023-01,六甲,蕎麦,44,500
2023-01,六甲,洋定食,46,700
2023-01,六甲,和定食,58,650
2023-02,六甲,うどん,45,500
2023-02,六甲,オムライス,39,600
2023-02,六甲,カツ丼,47,650
2023-02,六甲,カレー,61,600
2023-02,六甲,サンドウィッチ,17,450
2023-02,六甲,スパゲティ,25,710
2023-02,六甲,チャーハン,35,630
2023-02,六甲,ドリア,34,700
2023-02,六甲,ピザ,42,740
2023-02,六甲,蕎麦,47,500
2023-02,六甲,洋定食,57,700
2023-02,六甲,和定食,45,650
2023-03,六甲,うどん,46,500
2023-03,六甲,オムライス,37,600
2023-03,六甲,カツ丼,51,650
2023-03,六甲,カレー,41,600
2023-03,六甲,サンドウィッチ,12,450
2023-03,六甲,スパゲティ,25,710
2023-03,六甲,チャーハン,33,630
2023-03,六甲,ドリア,39,700
2023-03,六甲,ピザ,28,740
2023-03,六甲,蕎麦,61,500
2023-03,六甲,洋定食,48,700
2023-03,六甲,和定食,54,650
2023-04,六甲,うどん,59,500
2023-04,六甲,オムライス,46,600
2023-04,六甲,カツ丼,54,650
2023-04,六甲,カレー,56,600
2023-04,六甲,サンドウィッチ,17,450
2023-04,六甲,スパゲティ,36,710
2023-04,六甲,チャーハン,38,630
2023-04,六甲,ドリア,35,700
2023-04,六甲,ピザ,22,740
2023-04,六甲,蕎麦,44,500
2023-04,六甲,洋定食,41,700
2023-04,六甲,和定食,66,650
2023-05,六甲,うどん,39,500
2023-05,六甲,オムライス,55,600
2023-05,六甲,カツ丼,42,650
2023-05,六甲,カレー,66,600
2023-05,六甲,サンドウィッチ,18,450
2023-05,六甲,スパゲティ,34,710
2023-05,六甲,チャーハン,43,630
2023-05,六甲,ドリア,40,700
2023-05,六甲,ピザ,37,740
2023-05,六甲,蕎麦,49,500
2023-05,六甲,洋定食,64,700
2023-05,六甲,和定食,61,650
2023-06,六甲,うどん,42,500
2023-06,六甲,オムライス,50,600
2023-06,六甲,カツ丼,60,650
2023-06,六甲,カレー,57,600
2023-06,六甲,サンドウィッチ,13,450
2023-06,六甲,スパゲティ,30,710
2023-06,六甲,チャーハン,48,630
2023-06,六甲,ドリア,38,700
2023-06,六甲,ピザ,23,740
2023-06,六甲,蕎麦,58,500
2023-06,六甲,洋定食,75,700
2023-06,六甲,和定食,60,650
2023-07,六甲,うどん,50,500
2023-07,六甲,オムライス,43,600
2023-07,六甲,カツ丼,55,650
2023-07,六甲,カレー,51,600
2023-07,六甲,サンドウィッチ,19,450
2023-07,六甲,スパゲティ,30,710
2023-07,六甲,チャーハン,44,630
2023-07,六甲,ドリア,45,700
2023-07,六甲,ピザ,32,740
2023-07,六甲,蕎麦,46,500
2023-07,六甲,洋定食,63,700
2023-07,六甲,和定食,74,650
2023-08,六甲,うどん,53,500
2023-08,六甲,オムライス,36,600
2023-08,六甲,カツ丼,47,650
2023-08,六甲,カレー,59,600
2023-08,六甲,サンドウィッチ,14,450
2023-08,六甲,スパゲティ,28,710
2023-08,六甲,チャーハン,32,630
2023-08,六甲,ドリア,34,700
2023-08,六甲,ピザ,29,740
2023-08,六甲,蕎麦,54,500
2023-08,六甲,洋定食,68,700
2023-08,六甲,和定食,61,650
2023-09,六甲,うどん,69,500
2023-09,六甲,オムライス,42,600
2023-09,六甲,カツ丼,55,650
2023-09,六甲,カレー,60,600
2023-09,六甲,サンドウィッチ,19,450
2023-09,六甲,スパゲティ,29,710
2023-09,六甲,チャーハン,51,630
2023-09,六甲,ドリア,41,700
2023-09,六甲,ピザ,42,740
2023-09,六甲,蕎麦,61,500
2023-09,六甲,洋定食,56,700
2023-09,六甲,和定食,63,650
2023-10,六甲,うどん,45,500
2023-10,六甲,オムライス,44,600
2023-10,六甲,カツ丼,46,650
2023-10,六甲,カレー,65,600
2023-10,六甲,サンドウィッチ,24,450
2023-10,六甲,スパゲティ,26,710
2023-10,六甲,チャーハン,36,630
2023-10,六甲,ドリア,30,700
2023-10,六甲,ピザ,37,740
2023-10,六甲,蕎麦,62,500
2023-10,六甲,洋定食,57,700
2023-10,六甲,和定食,52,650
2023-11,六甲,うどん,54,500
2023-11,六甲,オムライス,56,600
2023-11,六甲,カツ丼,58,650
2023-11,六甲,カレー,62,600
2023-11,六甲,サンドウィッチ,12,450
2023-11,六甲,スパゲティ,27,710
2023-11,六甲,チャーハン,51,630
2023-11,六甲,ドリア,33,700
2023-11,六甲,ピザ,37,740
2023-11,六甲,蕎麦,53,500
2023-11,六甲,洋定食,61,700
2023-11,六甲,和定食,42,650
2023-12,六甲,うどん,57,500
2023-12,六甲,オムライス,55,600
2023-12,六甲,カツ丼,60,650
2023-12,六甲,カレー,63,600
2023-12,六甲,サンドウィッチ,17,450
2023-12,六甲,スパゲティ,20,710
2023-12,六甲,チャーハン,44,630
2023-12,六甲,ドリア,51,700
2023-12,六甲,ピザ,39,740
2023-12,六甲,蕎麦,57,500
2023-12,六甲,洋定食,60,700
2023-12,六甲,和定食,65,650
2024-01,六甲,うどん,45,500
2024-01,六甲,オムライス,50,600
2024-01,六甲,カツ丼,55,650
2024-01,六甲,カレー,62,600
2024-01,六甲,サンドウィッチ,14,450
2024-01,六甲,スパゲティ,25,710
2024-01,六甲,チャーハン,46,630
2024-01,六甲,ドリア,52,700
2024-01,六甲,ピザ,27,740
2024-01,六甲,蕎麦,48,500
2024-01,六甲,洋定食,54,700
2024-01,六甲,和定食,69,650
2024-02,六甲,うどん,43,500
2024-02,六甲,オムライス,32,600
2024-02,六甲,カツ丼,61,650
2024-02,六甲,カレー,59,600
2024-02,六甲,サンドウィッチ,13,450
2024-02,六甲,スパゲティ,18,710
2024-02,六甲,チャーハン,39,630
2024-02,六甲,ドリア,37,700
2024-02,六甲,ピザ,36,740
2024-02,六甲,蕎麦,39,500
2024-02,六甲,洋定食,62,700
2024-02,六甲,和定食,65,650
2024-03,六甲,うどん,51,500
2024-03,六甲,オムライス,44,600
2024-03,六甲,カツ丼,54,650
2024-03,六甲,カレー,66,600
2024-03,六甲,サンドウィッチ,24,450
2024-03,六甲,スパゲティ,27,710
2024-03,六甲,チャーハン,59,630
2024-03,六甲,ドリア,43,700
2024-03,六甲,ピザ,43,740
2024-03,六甲,蕎麦,39,500
2024-03,六甲,洋定食,75,700
2024-03,六甲,和定食,65,650
2024-04,六甲,うどん,52,500
2024-04,六甲,オムライス,56,600
2024-04,六甲,カツ丼,46,650
2024-04,六甲,カレー,59,600
2024-04,六甲,サンドウィッチ,23,450
2024-04,六甲,スパゲティ,28,710
2024-04,六甲,チャーハン,40,630
2024-04,六甲,ドリア,37,700
2024-04,六甲,ピザ,40,740
2024-04,六甲,蕎麦,55,500
2024-04,六甲,洋定食,42,700
2024-04,六甲,和定食,52,650
2024-05,六甲,うどん,63,500
2024-05,六甲,オムライス,49,600
2024-05,六甲,カツ丼,62,650
2024-05,六甲,カレー,59,600
2024-05,六甲,サンドウィッチ,13,450
2024-05,六甲,スパゲティ,23,710
2024-05,六甲,チャーハン,48,630
2024-05,六甲,ドリア,33,700
2024-05,六甲,ピザ,23,740
2024-05,六甲,蕎麦,50,500
2024-05,六甲,洋定食,56,700
2024-05,六甲,和定食,79,650
2024-06,六甲,うどん,58,500
2024-06,六甲,オムライス,57,600
2024-06,六甲,カツ丼,44,650
2024-06,六甲,カレー,63,600
2024-06,六甲,サンドウィッチ,16,450
2024-06,六甲,スパゲティ,22,710
2024-06,六甲,チャーハン,51,630
2024-06,六甲,ドリア,37,700
2024-06,六甲,ピザ,34,740
2024-06,六甲,蕎麦,45,500
2024-06,六甲,洋定食,66,700
2024-06,六甲,和定食,44,650
2024-07,六甲,うどん,53,500
2024-07,六甲,オムライス,38,600
2024-07,六甲,カツ丼,38,650
2024-07,六甲,カレー,58,600
2024-07,六甲,サンドウィッチ,7,450
2024-07,六甲,スパゲティ,31,710
2024-07,六甲,チャーハン,42,630
2024-07,六甲,ドリア,47,700
2024-07,六甲,ピザ,30,740
2024-07,六甲,蕎麦,48,500
2024-07,六甲,洋定食,64,700
2024-07,六甲,和定食,55,650
2024-08,六甲,うどん,52,500
2024-08,六甲,オムライス,45,600
2024-08,六甲,カツ丼,67,650
2024-08,六甲,カレー,63,600
2024-08,六甲,サンドウィッチ,26,450
2024-08,六甲,スパゲティ,32,710
2024-08,六甲,チャーハン,37,630
2024-08,六甲,ドリア,35,700
2024-08,六甲,ピザ,39,740
2024-08,六甲,蕎麦,59,500
2024-08,六甲,洋定食,59,700
2024-08,六甲,和定食,52,650
2024-09,六甲,うどん,50,500
2024-09,六甲,オムライス,43,600
2024-09,六甲,カツ丼,51,650
2024-09,六甲,カレー,69,600
2024-09,六甲,サンドウィッチ,18,450
2024-09,六甲,スパゲティ,28,710
2024-09,六甲,チャーハン,46,630
2024-09,六甲,ドリア,37,700
2024-09,六甲,ピザ,32,740
2024-09,六甲,蕎麦,56,500
2024-09,六甲,洋定食,64,700
2024-09,六甲,和定食,62,650
2024-10,六甲,うどん,47,500
2024-10,六甲,オムライス,51,600
2024-10,六甲,カツ丼,52,650
2024-10,六甲,カレー,51,600
2024-10,六甲,サンドウィッチ,15,450
2024-10,六甲,スパゲティ,19,710
2024-10,六甲,チャーハン,45,630
2024-10,六甲,ドリア,38,700
2024-10,六甲,ピザ,36,740
2024-10,六甲,蕎麦,55,500
2024-10,六甲,洋定食,65,700
2024-10,六甲,和定食,74,650
2024-11,六甲,うどん,55,500
2024-11,六甲,オムライス,52,600
2024-11,六甲,カツ丼,40,650
2024-11,六甲,カレー,45,600
2024-11,六甲,サンドウィッチ,14,450
2024-11,六甲,スパゲティ,29,710
2024-11,六甲,チャーハン,48,630
2024-11,六甲,ドリア,38,700
2024-11,六甲,ピザ,23,740
2024-11,六甲,蕎麦,59,500
2024-11,六甲,洋定食,42,700
2024-11,六甲,和定食,57,650
2024-12,六甲,うどん,52,500
2024-12,六甲,オムライス,42,600
2024-12,六甲,カツ丼,43,650
2024-12,六甲,カレー,45,600
2024-12,六甲,サンドウィッチ,13,450
2024-12,六甲,スパゲティ,25,710
2024-12,六甲,チャーハン,48,630
2024-12,六甲,ドリア,38,700
2024-12,六甲,ピザ,25,740
2024-12,六甲,蕎麦,50,500
2024-12,六甲,洋定食,64,700
2024-12,六甲,和定食,53,650
